orbit_lat,orbit_lon,orbit_alt_km,power_battery_pct,power_solar_efficiency,power_fuel_pct,thermal_temp_c,compute_cpu_pct,compute_mem_pct,comms_signal_dbm,comms_snr_db,comms_noise_floor_db,comms_frequency_mhz,comms_latency_ms,comms_packet_loss_pct,command_seq_delta,auth_token_is_valid,security_auth_failures_last_min,security_active_sessions,label
0.1097,0.0735,550.02,86.462,0.896,76.033,21.358,39.958,42.151,-77.74,14.53,-95.073,2245.513,331.486,0.365,1,1,0,1,normal
0.1098,0.0736,550.06,86.705,0.89,76.044,21.035,42.504,42.283,-79.65,15.015,-95.258,2245.533,327.202,0.386,1,1,0,1,normal
0.1098,0.0736,550.06,86.71,0.883,76.041,20.84,46.926,42.338,-82.016,14.359,-94.811,2245.535,318.504,0.234,1,1,0,1,normal
0.1099,0.0736,550.07,86.568,0.886,76.01,20.396,42.609,42.221,-81.776,14.549,-95.32,2245.56,325.013,0.239,1,1,0,1,normal
0.1099,0.0737,550.03,86.729,0.886,76.033,20.411,40.689,43.327,-82.677,14.846,-95.747,2245.534,332.916,0.397,1,1,0,1,normal
0.11,0.0737,550.0,86.715,0.882,76.049,20.774,39.476,44.565,-82.097,15.24,-96.054,2245.527,331.097,0.275,1,1,0,1,normal
0.11,0.0738,550.0,86.838,0.9,76.046,20.41,40.563,42.974,-80.994,15.16,-95.856,2245.509,333.422,0.266,1,1,0,1,normal
0.1101,0.0738,549.99,87.222,0.901,76.014,19.314,41.029,41.33,-82.088,14.641,-94.847,2245.508,329.378,0.289,1,1,0,1,normal
0.1102,0.0738,550.0,87.149,0.897,76.056,19.77,38.311,41.627,-82.408,14.183,-95.091,2245.494,333.2,0.366,1,1,0,1,normal
0.1102,0.0739,550.03,87.125,0.908,76.053,20.348,36.295,44.526,-83.257,14.667,-94.804,2245.515,339.019,0.503,1,1,0,1,normal
0.1103,0.0739,550.07,87.372,0.896,76.055,20.935,36.999,45.134,-82.098,15.348,-95.863,2245.556,329.471,0.688,1,1,0,1,normal
0.1103,0.0739,550.07,87.106,0.88,76.049,20.676,36.698,44.773,-83.067,14.501,-96.433,2245.544,322.644,0.724,1,1,0,1,normal
0.1104,0.074,550.04,87.529,0.876,76.073,20.294,37.407,47.808,-83.243,14.415,-96.546,2245.53,319.236,0.588,1,1,0,1,normal
0.1104,0.074,550.11,87.394,0.904,76.077,20.764,36.727,49.272,-81.892,13.712,-95.523,2245.525,304.933,0.485,1,1,0,1,normal
0.1105,0.0741,550.14,87.173,0.907,76.066,21.359,36.892,49.978,-81.069,13.489,-95.294,2245.549,311.385,0.637,1,1,0,1,normal
0.1106,0.0741,550.1,87.242,0.905,76.057,21.254,36.704,49.821,-78.65,14.384,-95.33,2245.535,314.926,0.448,1,1,0,1,normal
0.1106,0.0741,550.09,86.827,0.891,76.033,21.247,38.105,48.338,-79.016,13.514,-95.63,2245.541,318.387,0.458,1,1,0,1,normal
0.1107,0.0742,550.1,87.127,0.899,76.036,20.789,38.522,48.145,-79.509,14.262,-95.491,2245.532,332.794,0.46,1,1,0,1,normal
0.1107,0.0742,550.16,87.577,0.918,76.036,20.996,40.354,47.481,-79.716,14.76,-96.011,2245.515,320.29,0.441,1,1,0,1,normal
0.1108,0.0743,550.2,87.296,0.922,76.07,20.713,41.717,43.848,-80.797,17.036,-95.442,2245.502,322.77,0.717,1,1,0,1,normal
0.1108,0.0743,550.16,87.373,0.928,76.066,21.181,40.345,42.521,-81.635,16.552,-94.749,2245.496,331.774,0.801,1,1,0,1,normal
0.1109,0.0743,550.09,86.866,0.923,76.078,21.38,40.411,40.684,-83.535,15.525,-94.111,2245.507,323.33,0.918,1,1,0,1,normal
0.1109,0.0744,550.02,87.103,0.925,76.07,21.833,38.212,39.989,-85.6,15.294,-95.009,2245.506,322.67,1.055,1,1,0,1,normal
0.111,0.0744,550.01,87.095,0.905,76.047,21.501,36.821,40.304,-85.645,16.003,-95.182,2245.514,323.923,0.883,1,1,0,1,normal
0.1111,0.0744,549.98,86.949,0.91,76.058,21.228,38.9,38.981,-85.045,14.546,-95.346,2245.511,326.812,0.764,1,1,0,1,normal
0.1111,0.0745,549.92,86.793,0.906,76.082,21.064,39.391,40.725,-82.915,14.184,-95.911,2245.482,321.397,0.552,1,1,0,1,normal
0.1112,0.0745,549.97,86.465,0.908,76.085,20.757,40.255,44.165,-81.543,15.082,-95.549,2245.457,318.248,0.631,1,1,0,1,normal
0.1112,0.0746,550.04,86.427,0.904,76.074,20.703,40.903,45.596,-84.231,14.808,-95.329,2245.453,325.106,0.551,1,1,0,1,normal
0.1113,0.0746,550.11,86.548,0.888,76.066,20.323,37.914,47.069,-83.506,15.38,-95.144,2245.448,312.971,0.446,1,1,0,1,normal
0.1113,0.0746,550.11,86.591,0.897,76.023,20.875,35.622,45.106,-83.382,15.433,-95.299,2245.452,323.921,0.428,1,1,0,1,normal
0.1114,0.0747,550.08,86.74,0.891,76.013,21.424,32.522,48.972,-82.145,15.917,-94.633,2245.464,342.937,0.588,1,1,0,1,normal
0.1115,0.0747,550.12,86.723,0.903,76.017,21.239,35.542,49.186,-82.628,15.872,-94.336,2245.437,348.452,0.496,1,1,0,1,normal
0.1115,0.0747,550.09,86.661,0.898,75.992,21.254,39.987,47.975,-83.741,16.088,-94.453,2245.464,346.614,0.427,1,1,0,1,normal
0.1116,0.0748,550.06,86.743,0.903,75.975,21.321,38.266,48.045,-81.442,15.657,-95.427,2245.469,340.091,0.082,1,1,0,1,normal
0.1116,0.0748,550.09,86.639,0.897,75.963,21.353,40.152,48.456,-81.592,15.966,-95.882,2245.478,330.97,0.01,1,1,0,1,normal
0.1117,0.0749,550.18,86.52,0.913,75.959,22.147,40.581,49.213,-82.49,16.822,-95.972,2245.461,331.36,0,1,1,0,1,normal
0.1117,0.0749,550.14,86.704,0.918,75.955,21.794,40.374,45.29,-82.591,16.681,-95.558,2245.465,340.356,0.021,1,1,0,1,normal
0.1118,0.0749,550.22,86.737,0.913,75.966,22.301,39.605,44.665,-80.613,16.841,-95.086,2245.475,336.559,0.511,1,1,0,1,normal
0.1119,0.075,550.26,86.533,0.89,76.0,22.676,35.788,47.639,-79.372,15.922,-94.38,2245.462,336.266,0.316,1,1,0,1,normal
0.1119,0.075,550.27,86.969,0.884,75.994,22.159,34.341,45.25,-77.496,15.392,-94.379,2245.484,334.661,0.265,1,1,0,1,normal
0.112,0.0751,550.35,86.841,0.874,76.005,22.559,32.134,47.037,-78.119,14.944,-94.353,2245.495,323.589,0.191,1,1,0,1,normal
0.112,0.0751,550.23,87.171,0.886,75.978,22.871,35.685,46.959,-79.856,14.655,-94.567,2245.474,324.798,0.57,1,1,0,1,normal
0.1121,0.0751,550.12,86.968,0.895,75.97,22.092,32.861,46.096,-79.514,13.272,-94.611,2245.497,326.337,0.668,1,1,0,1,normal
0.1122,0.0752,550.17,87.165,0.894,75.967,21.697,33.121,45.286,-78.739,14.073,-94.493,2245.492,317.746,0.903,1,1,0,1,normal
0.1122,0.0752,550.1,86.945,0.882,75.942,21.337,35.251,45.333,-78.827,13.408,-94.589,2245.454,325.006,0.687,1,1,0,1,normal
0.1123,0.0753,550.1,87.179,0.893,75.962,21.263,35.781,44.445,-79.186,13.712,-94.155,2245.452,330.055,0.359,1,1,0,1,normal
0.1123,0.0753,550.14,86.677,0.896,75.959,20.836,33.766,46.204,-78.185,13.828,-93.892,2245.412,327.087,0.207,1,1,0,1,normal
0.1124,0.0753,550.07,87.106,0.882,75.985,20.544,35.428,47.014,-79.381,13.799,-94.54,2245.399,337.47,0.146,1,1,0,1,normal
0.1124,0.0754,550.06,86.756,0.872,75.966,20.265,36.309,48.555,-79.333,14.512,-94.88,2245.417,337.703,0.416,1,1,0,1,normal
0.1125,0.0754,550.05,87.429,0.871,76.002,21.077,34.134,48.588,-79.492,16.206,-94.953,2245.426,335.133,0.386,1,1,0,1,normal
0.1125,0.0754,550.03,86.644,0.866,76.007,21.209,31.178,46.148,-78.712,14.741,-95.242,2245.448,338.417,0.313,1,1,0,1,normal
0.1126,0.0755,550.1,86.775,0.866,75.985,21.451,29.997,43.067,-78.392,14.831,-95.05,2245.443,324.701,0.104,1,1,0,1,normal
0.1127,0.0755,550.16,86.906,0.873,75.966,21.456,34.261,43.236,-79.004,14.975,-95.949,2245.468,323.402,0,1,1,0,1,normal
0.1127,0.0756,550.12,86.454,0.875,75.958,21.772,36.183,42.57,-80.256,14.998,-96.425,2245.487,341.006,0.313,1,1,0,1,normal
0.1128,0.0756,550.17,86.24,0.892,75.986,21.539,38.688,47.041,-81.727,14.043,-95.177,2245.492,331.221,0.303,1,1,0,1,normal
0.1128,0.0756,550.17,86.657,0.908,75.993,21.343,41.821,49.644,-81.32,13.999,-94.814,2245.493,319.183,0.334,1,1,0,1,normal
0.1129,0.0757,550.15,86.647,0.9,75.986,20.987,39.721,51.358,-80.909,13.569,-93.879,2245.456,320.787,0.428,1,1,0,1,normal
0.113,0.0757,550.05,87.446,0.905,76.018,20.071,42.321,47.167,-80.977,12.385,-93.424,2245.478,313.295,0.596,1,1,0,1,normal
0.113,0.0758,550.02,87.681,0.907,76.021,19.629,38.934,47.231,-80.994,13.275,-92.33,2245.498,304.359,0.569,1,1,0,1,normal
0.1131,0.0758,550.04,86.966,0.913,75.992,19.856,36.846,48.081,-78.885,12.965,-92.888,2245.487,292.465,0.44,1,1,0,1,normal
0.1131,0.0758,550.15,87.067,0.917,76.01,19.904,33.745,48.528,-79.326,12.36,-92.813,2245.5,302.009,0.633,1,1,0,1,normal
0.1132,0.0759,550.06,87.656,0.909,76.018,20.83,36.599,50.393,-80.351,12.688,-93.23,2245.524,303.986,0.286,1,1,0,1,normal
0.1132,0.0759,550.02,87.507,0.911,76.041,21.028,35.089,52.747,-81.869,13.064,-92.738,2245.545,299.462,0.288,1,1,0,1,normal
0.1133,0.0759,549.95,87.872,0.923,76.066,21.028,31.8,51.102,-79.243,13.843,-92.8,2245.51,297.333,0.33,1,1,0,1,normal
0.1134,0.076,549.93,87.128,0.919,76.059,20.468,30.704,49.844,-80.777,13.033,-92.875,2245.484,308.296,0.122,1,1,0,1,normal
0.1134,0.076,549.91,87.235,0.936,76.038,20.384,33.707,49.131,-80.946,13.708,-92.707,2245.468,307.241,0.295,1,1,0,1,normal
0.1135,0.0761,549.87,87.223,0.944,76.026,21.393,36.454,48.28,-80.231,14.732,-93.418,2245.488,299.658,0.459,1,1,0,1,normal
0.1135,0.0761,549.9,87.423,0.927,76.014,21.356,34.931,47.065,-79.794,14.308,-93.262,2245.483,295.338,0.433,1,1,0,1,normal
0.1136,0.0761,549.95,87.066,0.926,75.983,21.257,33.432,46.069,-78.922,13.761,-93.488,2245.523,304.003,0.645,1,1,0,1,normal
0.1136,0.0762,549.92,86.847,0.899,75.944,21.178,32.88,46.24,-79.582,12.59,-93.88,2245.527,305.273,0.499,1,1,0,1,normal
0.1137,0.0762,549.91,86.801,0.915,75.941,20.833,31.977,48.555,-78.537,12.126,-94.444,2245.538,303.753,0.44,1,1,0,1,normal
0.1138,0.0763,549.94,87.061,0.908,75.921,20.657,32.534,49.656,-79.229,12.011,-94.327,2245.575,293.274,0.6,1,1,0,1,normal
0.1138,0.0763,549.97,87.034,0.918,75.937,20.628,36.331,48.626,-79.155,13.212,-95.039,2245.575,293.064,0.444,1,1,0,1,normal
0.1139,0.0763,549.99,87.056,0.916,75.933,20.51,36.306,47.788,-80.109,13.917,-94.061,2245.574,277.095,0.221,1,1,0,1,normal
0.1139,0.0764,549.93,87.477,0.92,75.951,20.013,39.237,51.356,-79.925,14.633,-94.06,2245.561,282.934,0.357,1,1,0,1,normal
0.114,0.0764,549.95,87.664,0.92,75.972,20.393,38.615,47.344,-79.839,14.021,-93.071,2245.553,290.41,0.361,1,1,0,1,normal
0.1141,0.0764,549.9,87.72,0.911,75.979,20.719,40.27,47.926,-81.353,14.217,-93.243,2245.542,283.878,0.461,1,1,0,1,normal
0.1141,0.0765,549.89,87.587,0.911,75.968,20.517,38.268,48.127,-81.007,12.674,-94.178,2245.524,287.337,0.472,1,1,0,1,normal
0.1142,0.0765,549.85,87.532,0.907,75.988,20.356,40.535,50.858,-82.037,13.881,-93.971,2245.52,283.078,0.505,1,1,0,1,normal
0.1142,0.0766,549.82,87.306,0.903,75.996,20.084,36.824,52.366,-82.455,14.201,-94.413,2245.515,290.595,0.583,1,1,0,1,normal
0.1143,0.0766,549.89,87.119,0.916,76.011,19.825,37.547,52.349,-82.278,11.747,-94.852,2245.496,294.494,0.384,1,1,0,1,normal
0.1143,0.0766,549.91,87.184,0.906,76.002,19.629,40.822,53.905,-82.031,11.038,-94.665,2245.519,298.332,0.545,1,1,0,1,normal
0.1144,0.0767,549.97,88.151,0.908,75.999,19.262,38.324,54.333,-81.957,11.985,-94.06,2245.485,293.083,0.566,1,1,0,1,normal
0.1145,0.0767,550.01,87.919,0.926,76.007,19.437,34.325,54.691,-83.744,12.267,-93.643,2245.479,287.319,0.815,1,1,0,1,normal
0.1145,0.0768,550.05,87.745,0.92,75.983,19.656,33.863,55.93,-83.944,12.478,-93.572,2245.501,309.593,0.568,1,1,0,1,normal
0.1146,0.0768,550.02,87.251,0.928,75.984,20.252,31.239,54.992,-82.404,13.453,-92.657,2245.503,316.151,0.575,1,1,0,1,normal
0.1146,0.0768,550.02,87.234,0.925,75.975,19.317,32.881,52.512,-82.885,14.636,-93.86,2245.51,323.953,0.511,1,1,0,1,normal
0.1147,0.0769,550.07,87.281,0.92,75.97,19.175,32.575,50.799,-82.841,14.084,-94.147,2245.52,311.648,0.279,1,1,0,1,normal
0.1147,0.0769,550.16,87.19,0.927,75.966,20.186,32.464,51.429,-83.027,14.593,-94.239,2245.534,316.095,0.523,1,1,0,1,normal
0.1148,0.077,550.17,87.456,0.915,75.978,20.177,32.478,48.178,-82.01,14.528,-93.92,2245.518,310.209,0.397,1,1,0,1,normal
0.1149,0.077,550.09,87.021,0.902,75.964,20.737,33.435,48.411,-82.016,14.795,-94.313,2245.504,309.974,0.485,1,1,0,1,normal
0.1149,0.077,550.07,87.075,0.883,75.984,20.951,31.701,49.947,-83.019,16.409,-94.306,2245.548,315.984,0.484,1,1,0,1,normal
0.115,0.0771,550.1,87.125,0.894,75.987,21.759,32.202,47.436,-82.2,16.067,-94.625,2245.557,318.633,0.272,1,1,0,1,normal
0.115,0.0771,550.12,87.547,0.881,75.983,21.762,32.476,45.505,-82.985,15.024,-93.918,2245.502,318.978,0.135,1,1,0,1,normal
0.1151,0.0771,550.2,87.617,0.901,75.999,20.496,36.095,47.995,-83.062,15.109,-94.908,2245.481,304.803,0.186,1,1,0,1,normal
0.1152,0.0772,550.19,87.171,0.89,75.994,20.758,38.26,45.516,-84.505,14.757,-95.529,2245.493,307.315,0.276,1,1,0,1,normal
0.1152,0.0772,550.17,87.217,0.888,75.986,20.982,37.166,48.572,-84.406,14.319,-94.953,2245.498,314.677,0.253,1,1,0,1,normal
0.1153,0.0773,550.1,87.659,0.879,76.004,21.12,41.006,48.663,-83.346,13.842,-94.447,2245.507,313.879,0.484,1,1,0,1,normal
0.1153,0.0773,550.08,87.417,0.893,75.983,21.013,41.179,45.244,-82.724,14.619,-94.851,2245.519,308.218,0.7,1,1,0,1,normal
0.1154,0.0773,550.0,87.903,0.897,75.966,20.511,38.424,46.055,-82.151,14.722,-94.29,2245.514,317.02,0.802,1,1,0,1,normal
0.1154,0.0774,550.02,88.166,0.893,75.961,20.287,39.87,44.316,-81.317,14.732,-94.109,2245.512,312.215,0.531,1,1,0,1,normal
0.1155,0.0774,549.96,88.361,0.895,75.943,21.1,39.872,44.957,-82.063,13.575,-93.667,2245.501,332.958,0.36,1,1,0,1,normal
0.1156,0.0775,549.95,88.589,0.924,75.927,21.244,41.001,47.101,-82.78,12.76,-93.234,2245.528,324.462,0.528,1,1,0,1,normal
0.1156,0.0775,549.93,88.174,0.937,75.934,21.471,39.773,46.765,-82.815,14.0,-94.003,2245.507,325.787,0.319,1,1,0,1,normal
0.1157,0.0775,549.98,87.962,0.913,75.943,21.327,38.755,47.727,-82.177,12.866,-94.108,2245.507,333.984,0.421,1,1,0,1,normal
0.1158,0.0776,549.9,87.77,0.899,75.935,21.331,38.143,47.283,-81.397,12.678,-94.586,2245.527,342.083,0.357,1,1,0,1,normal
0.1158,0.0776,549.86,87.39,0.907,75.943,20.756,40.279,49.24,-80.474,14.317,-94.665,2245.507,340.904,0.326,1,1,0,1,normal
0.1159,0.0777,549.97,87.075,0.911,75.934,20.472,39.874,48.199,-79.173,13.604,-95.172,2245.501,343.366,0.687,1,1,0,1,normal
0.1159,0.0777,549.96,86.736,0.924,75.976,20.266,40.54,47.918,-80.877,13.454,-96.012,2245.503,340.205,0.441,1,1,0,1,normal
0.116,0.0777,549.96,87.283,0.923,75.998,19.977,38.335,48.954,-81.22,12.128,-96.146,2245.497,340.969,0.233,1,1,0,1,normal
0.116,0.0778,550.03,87.082,0.905,75.948,20.297,41.563,45.761,-80.789,12.541,-96.493,2245.487,322.752,0.355,1,1,0,1,normal
0.1161,0.0778,549.93,86.546,0.908,75.948,20.245,39.041,45.188,-81.939,12.202,-96.271,2245.474,320.859,0.171,1,1,0,1,normal
0.1162,0.0779,549.93,86.667,0.899,75.974,19.958,33.035,45.992,-81.792,12.165,-95.293,2245.433,318.899,0.166,1,1,0,1,normal
0.1162,0.0779,549.92,86.803,0.912,75.982,20.316,35.255,46.513,-83.882,12.207,-95.866,2245.437,324.336,0.021,1,1,0,1,normal
0.1163,0.0779,550.03,86.972,0.92,76.001,20.713,34.665,49.393,-83.645,11.663,-96.845,2245.463,337.193,0.096,1,1,0,1,normal
0.1163,0.078,549.96,87.383,0.923,75.999,20.247,32.96,47.818,-84.459,13.043,-97.126,2245.459,339.043,0.249,1,1,0,1,normal
0.1164,0.078,549.98,87.654,0.909,76.002,21.232,34.171,48.12,-84.235,14.198,-96.293,2245.502,333.311,0.053,1,1,0,1,normal
0.1164,0.078,550.0,87.575,0.9,76.002,21.527,32.729,47.94,-85.66,15.362,-96.579,2245.49,338.677,0.236,1,1,0,1,normal
0.1165,0.0781,550.03,87.48,0.906,76.067,21.242,33.973,46.46,-84.116,14.201,-95.778,2245.494,329.466,0.159,1,1,0,1,normal
0.1166,0.0781,550.06,87.283,0.909,76.059,21.146,33.397,48.132,-84.534,13.923,-96.187,2245.507,336.053,0.088,1,1,0,1,normal
0.1166,0.0782,550.03,87.169,0.914,76.021,20.981,35.448,48.831,-84.548,14.348,-95.838,2245.497,332.498,0.327,1,1,0,1,normal
0.1167,0.0782,550.06,87.035,0.906,76.001,21.468,32.101,48.279,-85.001,13.231,-96.391,2245.487,338.098,0.38,1,1,0,1,normal
0.1167,0.0782,550.08,87.284,0.909,76.01,20.961,35.285,49.231,-83.814,14.018,-95.616,2245.466,339.124,0.391,1,1,0,1,normal
0.1168,0.0783,550.06,87.066,0.893,76.006,21.102,33.092,51.135,-83.958,14.442,-95.317,2245.453,340.05,0.306,1,1,0,1,normal
0.1168,0.0783,550.02,87.493,0.921,76.009,20.822,33.435,50.422,-84.725,13.896,-94.8,2245.468,336.27,0.474,1,1,0,1,normal
0.1169,0.0784,550.04,87.542,0.93,76.004,21.157,38.24,51.559,-83.789,12.099,-94.427,2245.459,319.594,0.713,1,1,0,1,normal
0.117,0.0784,550.0,87.379,0.913,75.988,21.521,39.716,49.312,-85.419,12.525,-93.999,2245.468,319.23,0.487,1,1,0,1,normal
0.117,0.0784,550.1,87.778,0.922,75.963,21.555,40.895,50.675,-85.544,12.798,-93.851,2245.482,313.629,0.708,1,1,0,1,normal
0.1171,0.0785,550.11,87.375,0.906,75.963,21.356,35.612,50.27,-84.083,12.71,-94.278,2245.481,316.657,0.415,1,1,0,1,normal
0.1171,0.0785,550.09,87.112,0.905,75.985,22.143,36.782,45.901,-84.889,12.976,-94.55,2245.444,317.032,0.115,1,1,0,1,normal
0.1172,0.0786,550.1,87.259,0.911,75.981,22.374,36.011,43.522,-84.529,11.868,-93.834,2245.446,300.288,0.37,1,1,0,1,normal
0.1173,0.0786,550.03,86.731,0.918,76.006,22.621,36.017,43.369,-84.463,11.596,-94.752,2245.474,306.274,0.28,1,1,0,1,normal
0.1173,0.0786,549.91,86.309,0.924,75.983,22.306,35.829,44.213,-85.418,11.703,-94.623,2245.449,301.71,0.179,1,1,0,1,normal
0.1174,0.0787,549.94,86.872,0.919,76.003,21.681,34.486,47.97,-86.272,11.296,-95.091,2245.429,302.0,0.223,1,1,0,1,normal
0.1174,0.0787,549.95,86.485,0.92,76.022,21.477,32.182,46.413,-83.851,11.176,-94.901,2245.41,310.626,0.194,1,1,0,1,normal
0.1175,0.0788,549.93,86.682,0.917,76.015,21.3,33.696,49.173,-84.123,13.01,-95.245,2245.434,314.639,0.43,1,1,0,1,normal
0.1175,0.0788,550.02,86.957,0.92,76.006,21.142,31.805,45.458,-85.247,13.331,-94.459,2245.44,314.091,0.136,1,1,0,1,normal
0.1176,0.0788,550.09,86.859,0.916,76.022,20.517,26.434,46.538,-83.656,14.521,-95.166,2245.411,325.877,0.061,1,1,0,1,normal
0.1177,0.0789,550.05,87.331,0.924,76.037,21.074,26.653,46.947,-81.58,14.915,-94.178,2245.418,325.898,0.155,1,1,0,1,normal
0.1177,0.0789,550.08,87.692,0.938,76.05,21.123,24.994,48.3,-82.051,15.098,-94.352,2245.426,323.746,0.547,1,1,0,1,normal
0.1178,0.0789,549.96,87.764,0.924,76.013,20.945,26.494,45.052,-83.557,14.62,-94.642,2245.425,316.929,0.309,1,1,0,1,normal
0.1178,0.079,550.04,87.499,0.927,76.016,20.435,26.944,44.36,-84.599,13.823,-94.574,2245.428,329.866,0.305,1,1,0,1,normal
0.1179,0.079,550.02,87.68,0.937,76.026,20.807,28.164,45.283,-84.246,13.425,-94.084,2245.432,317.98,0.362,1,1,0,1,normal
0.1179,0.0791,549.95,87.093,0.929,76.015,20.797,28.401,44.761,-83.078,12.655,-94.459,2245.437,313.197,0.591,1,1,0,1,normal
0.118,0.0791,549.95,86.587,0.941,76.026,20.727,23.824,43.483,-82.688,14.376,-93.437,2245.451,304.638,0.46,1,1,0,1,normal
0.1181,0.0791,549.88,86.75,0.951,76.022,21.264,24.861,43.259,-84.279,14.439,-93.916,2245.452,298.384,0.865,1,1,0,1,normal
0.1181,0.0792,549.87,86.976,0.948,76.002,21.836,26.565,45.325,-83.66,12.987,-93.993,2245.444,301.602,0.76,1,1,0,1,normal
0.1182,0.0792,549.92,87.058,0.941,76.013,21.169,28.628,47.395,-86.014,13.414,-93.604,2245.461,302.526,0.839,1,1,0,1,normal
0.1182,0.0793,549.94,87.217,0.938,76.05,21.522,31.303,48.026,-86.653,13.037,-93.487,2245.449,300.771,0.849,1,1,0,1,normal
0.1183,0.0793,550.0,87.45,0.942,76.016,21.084,31.753,47.344,-85.889,12.618,-93.502,2245.453,290.904,0.945,1,1,0,1,normal
0.1183,0.0793,550.0,86.769,0.943,76.025,21.166,32.227,47.889,-84.759,13.073,-93.635,2245.452,290.423,0.872,1,1,0,1,normal
0.1184,0.0794,550.04,86.562,0.927,76.02,21.323,30.727,46.102,-83.413,12.104,-94.219,2245.482,302.753,0.946,1,1,0,1,normal
0.1185,0.0794,550.12,86.68,0.923,76.036,22.088,29.271,46.441,-83.66,11.947,-93.253,2245.498,293.879,1.004,1,1,0,1,normal
0.1185,0.0794,550.21,86.133,0.93,76.035,22.375,28.25,44.39,-84.535,12.475,-93.539,2245.493,298.704,0.711,1,1,0,1,normal
0.1186,0.0795,550.26,86.599,0.927,76.032,22.333,28.732,44.556,-82.822,11.205,-93.282,2245.467,302.102,0.513,1,1,0,1,normal
0.1186,0.0795,550.28,86.897,0.919,76.023,21.639,30.844,44.287,-83.093,12.685,-93.531,2245.481,297.317,0.665,1,1,0,1,normal
0.1187,0.0796,550.3,87.084,0.923,76.055,21.516,33.749,42.563,-83.184,12.947,-93.381,2245.478,303.241,0.687,1,1,0,1,normal
0.1188,0.0796,550.29,87.252,0.93,76.04,21.422,29.535,41.686,-82.23,13.916,-93.749,2245.456,300.435,0.594,1,1,0,1,normal
0.1188,0.0796,550.18,87.289,0.935,76.06,21.353,31.845,43.298,-81.32,13.895,-93.968,2245.483,303.497,0.53,1,1,0,1,normal
0.1189,0.0797,550.22,87.27,0.919,76.064,20.897,35.244,42.524,-80.438,14.397,-93.359,2245.467,298.559,0.665,1,1,0,1,normal
0.1189,0.0797,550.21,87.155,0.907,76.028,20.886,31.638,42.237,-81.033,13.766,-93.481,2245.464,304.202,0.361,1,1,0,1,normal
0.119,0.0797,550.13,86.473,0.907,76.028,20.138,32.113,43.865,-81.227,13.457,-93.737,2245.517,303.212,0.253,1,1,0,1,normal
0.119,0.0798,550.14,86.397,0.903,76.084,20.22,30.097,44.803,-80.566,12.908,-93.951,2245.485,306.117,0.173,1,1,0,1,normal
0.1191,0.0798,550.16,86.456,0.908,76.074,21.05,29.339,46.255,-80.423,11.76,-94.6,2245.49,313.059,0.104,1,1,0,1,normal
0.1192,0.0799,550.15,86.317,0.921,76.076,21.032,29.713,48.414,-79.196,11.875,-94.398,2245.496,303.69,0.003,1,1,0,1,normal
0.1192,0.0799,550.1,86.625,0.935,76.041,21.963,33.285,46.889,-80.278,12.668,-94.782,2245.512,318.827,0.192,1,1,0,1,normal
0.1193,0.0799,550.03,86.443,0.934,76.033,22.232,34.529,45.496,-80.184,12.229,-95.206,2245.541,324.633,0.157,1,1,0,1,normal
0.1193,0.08,549.99,86.28,0.924,76.019,21.904,33.439,46.69,-80.512,12.739,-95.562,2245.509,325.457,0.079,1,1,0,1,normal
0.1194,0.08,550.01,86.262,0.926,76.034,21.275,32.105,46.172,-79.39,12.569,-95.282,2245.5,326.012,0.428,1,1,0,1,normal
0.1194,0.0801,549.96,86.182,0.933,76.025,21.199,32.867,46.918,-78.889,12.917,-95.655,2245.533,316.372,0.505,1,1,0,1,normal
0.1195,0.0801,549.92,85.93,0.918,76.043,20.882,29.935,47.945,-80.218,13.018,-95.368,2245.534,312.814,0.273,1,1,0,1,normal
0.1196,0.0801,549.91,86.001,0.917,76.012,20.64,33.042,48.824,-81.292,11.788,-95.346,2245.52,304.646,0.557,1,1,0,1,normal
0.1196,0.0802,549.92,86.113,0.907,75.983,20.484,34.231,47.382,-82.536,12.563,-95.637,2245.491,296.522,0.742,1,1,0,1,normal
0.1197,0.0802,549.91,86.162,0.924,75.99,20.229,35.736,46.439,-82.391,11.142,-95.463,2245.482,297.164,0.965,1,1,0,1,normal
0.1197,0.0803,549.97,86.501,0.915,75.989,20.347,32.878,46.96,-81.355,11.413,-95.431,2245.478,310.918,1.034,1,1,0,1,normal
0.1198,0.0803,550.02,86.757,0.908,75.993,20.391,33.837,48.467,-79.602,12.213,-95.528,2245.468,313.893,0.828,1,1,0,1,normal
0.1198,0.0803,549.99,86.837,0.929,76.029,20.23,33.429,50.381,-79.655,12.417,-96.046,2245.462,309.663,0.484,1,1,0,1,normal
0.1199,0.0804,549.99,86.71,0.92,76.004,20.485,35.312,49.24,-80.952,11.372,-95.771,2245.444,302.17,0.433,1,1,0,1,normal
0.12,0.0804,549.95,86.462,0.901,75.977,20.893,32.148,50.221,-80.829,13.085,-95.298,2245.459,302.98,0.508,1,1,0,1,normal
0.12,0.0804,549.95,86.739,0.897,75.965,20.643,32.752,52.467,-82.42,13.998,-95.645,2245.436,308.399,0.658,1,1,0,1,normal
0.1201,0.0805,549.89,87.048,0.897,75.964,19.833,29.023,51.209,-82.145,14.081,-95.043,2245.467,300.415,0.609,1,1,0,1,normal
0.1201,0.0805,549.86,87.102,0.897,75.985,19.963,28.321,48.727,-83.155,14.484,-94.721,2245.509,308.345,0.553,1,1,0,1,normal
